id,type,text1,text2,text3,text4,text5,notes
uaf_shinoria,SHIP,"The Battle of Aurora provided many lessons for the Federation Navy. While it was won on the backs of the Nakiha frigates and Exoria carriers, the Exoria proved to be woefully ill-equipped for withstanding the firepower of capital ship, meaning Auroran defense fleets had a very real possibility of having their air power crippled if the enemy focused the hapless carrier. The Solvernia and her escorts can only be in so many places at once, so R&D set out to design a battle carrier  cheap enough to deploy enmasse and powerful enough to go toe to toe with enemy cruisers on her own. The result was the standard battle carrier, the Shinoria.

As a heavy cruiser design modified for aviation purposes, Shinoria is officially classified as an aviation cruiser. Of course, her avionics systems come at a cost. The space required for hangar bays mean the ship itself is undergunned for a Federation ship her size, and her relatively low flux capacity means she’s easily overwhelmed if captains are not mindful of her flux usage. As a result, the need for maneuverability means she had to sacrifice armor, making her rather fragile compared to her contemporaries. Nonetheless, these weaknesses can easily be offset. Built to deliver and support her fighter wings to the front of an engagement, the Shinoria can field a wide variety of strike craft, ranging from the ever-present Super Aria, to the lumbering, but vastly more dangerous Hyacinth saturation bombers, and powerful engines means that she can quickly maneuver into position, or disengage from combat with ease.
",,,,,
,,,,,,,
uaf_inazuma,SHIP,"One of the oldest designs in service, the Inazuma pre-dates the Federation, built under international treaty limitations prior to the Auroran formation. Her designers, Ceyae’s famed Inazuma Shipbuilding Company, wanted to ensure that she had the upper hand in firepower, while staying within the limits by the international committee. Competing with Akatsuzuma Shipworks, ISC designed the Inazuma to be under-armored, but over-gunned.

The result was a fragile light cruiser that could overwhelm the opposition thanks to her arrowhead design allowing to concentrate all her firepower forward, at least in theory. Her initial performance was poor, as commanders of the time were used to pre-treaty cruisers being able to take more punishment. As a result she almost didn’t make the cut. Then high command underwent a massive restructuring following the formation of the United Aurora Federation. The new command began using the Inazuma in a fire support role instead of the main battle line, and both her survivability and effectiveness in combat increased tenfold. The Inazuma would be adopted into the fleet, alongside her competitor, the Akatsuzuma, as point defense and fire support for the Federation’s Rillaru fleet. Her forward-focused design would later influence the creation of the Reisen.
",,,,,
uaf_m_inazuma,SHIP,"One of the oldest designs in service, the Inazuma pre-dates the Federation, built under international treaty limitations prior to the UAF’s formation. Her designers, Ceyae’s famed Inazuma Shipbuilding Company, wanted to ensure that she had the upper hand in firepower, while staying within the limits by the international committee. Competing with Akatsuzuma Shipworks, ISC designed the Inazuma to be under-armored, but over-gunned.

The result was a fragile light cruiser that could overwhelm the opposition thanks to her arrowhead design allowing to concentrate all her firepower forward, at least in theory. Her initial performance was poor, as commanders of the time were used to pre-treaty cruisers being able to take more punishment. As a result she almost didn’t make the cut. Then high command underwent a massive restructuring following the formation of the United Aurora Federation. The new command began using the Inazuma in a fire support role instead of the main battle line, and both her survivability and effectiveness in combat increased tenfold. The Inazuma would be adopted into the fleet, alongside her competitor, the Akatsuzuma, as point defense and fire support for the Federation’s Rillaru fleet. Her forward-focused design would later influence the creation of the Reisen.

With the treaty that limited her annulled during the UAF’s formation, the Inazuma II received significant upgrades in order to improve her survivability. Chief among these was the development of Reflecta armor, which would be mounted to her forward arrowhead. While still fragile by November standards, the Reflecta dramatically improves her survivability, allowing her to be even more of a persistent threat while supporting the fleet's capital ships.

This ship was given up-to-date military-grade upgrades and a unique camouflage pattern belonging to the Auroran Royal Navy's November Fleet which is led personally by the Queen of Yuria herself. Additional armor plating and durable protective coating were installed to enhance the survivability of this ship; albeit at the cost of slightly lowered maneuverability and speed due to additional weight.",,,,,
,,,,,,,
uaf_akatsuzuma,SHIP,"One of the oldest designs in service, the Akatsuzuma pre-dates the Federation, built under international treaty limitations prior to the UAF’s formation. Her designers, Ceyae’s then-rising Akatsuzuma Shipworks, designed her with balance in mind, an all around ship that could perform just as well solo as with the fleet. Competing with the Inazuma Shipbuilding Company, ASW designed the Akatsuzuma to be fast in order to compensate for her general lack of armor.

The ship's high-speed and thin armor saw her added to patrol fleets instead of the main battle line, as intended. This would be a blessing in disguise, as she ended up having a stronger initial performance than projected as she excelled in this role as a patrol group flagship. When the United Aurora Federation was formed, and its high command was restructured, the Akatsuzuma would also begin seeing use as an escort, a role which she would share with her rival, the Inazuma.",,,,,
uaf_ai_akatsuzuma,SHIP,"One of the oldest designs in service, the Akatsuzuma pre-dates the Federation, built under international treaty limitations prior to the UAF’s formation. Her designers, Ceyae’s then-rising Akatsuzuma Shipworks, designed her with balance in mind, an all around ship that could perform just as well solo as with the fleet. Competing with the Inazuma Shipbuilding Company, ASW designed the Akatsuzuma to be fast in order to compensate for her general lack of armor.

The ship's high-speed and thin armor saw her added to patrol fleets instead of the main battle line, as intended. This would be a blessing in disguise, as she ended up having a stronger initial performance than projected as she excelled in this role as a patrol group flagship. When the United Aurora Federation was formed, and its high command was restructured, the Akatsuzuma would also begin seeing use as an escort, a role which she would share with her rival, the Inazuma.

With the treaty that limited her annulled during the UAF’s formation, the Akatsuzuma II underwent upgrades to expand her role as a guerilla warfare cruiser. Despite this, she hardly gained any weight at all, as more armor was sacrificed in order to help maintain speed while sporting additional weaponry. With Automata stealth technology onboard, the Akatsuzuma became the ship of choice for black ops, striking swiftly before vanishing into the depths of space.",,,,,
,,,,,,,
uaf_lillaru,SHIP,"While the Rillaru is the poster child for Auroran shipbuilding abroad in the Persean Sector, the people of the United Auroran Federation are far more familiar with the Lillaru heavy cruiser. Despite being known as “Rillaru’s little sister,” Lillaru is actually the older of the two. She boasts one of the longest production runs for Auroran ships, with initial designs dating all the way back to the Yurian Navy during the Unifying War.

Until the introduction of the Rillaru, the Lillaru would be Aurora’s most heavily armed ship for almost a decade. The original Lillarus served as seagoing battlecruisers, capable of carrying the powerful Cyrexa 452mm railcannons, then newly-designed by Rexa Industries. While these weapons are par for the course of space warfare, back then, they were the largest guns available to any warship, and in an age of shieldless combat, the most deadly.

During the transition to space warfare, these powerful battlecruisers were retired. At this time the United Aurora Federation was still in its infancy, and Yuria, having won the global conflict, needed a ship to maintain the peace while their new battlecruiser project finished production. And so, the Lillaru was reintroduced into the Auroran Navy. Reclassified as a heavy cruiser, she received extensive modifications. Namely, in order to serve in a new role as a heavy fire support ship, her second main caliber turret was removed in favor of additional secondary weapons, support systems for her new engines and maneuvering jets needed for her now 3-dimensional environment, and perhaps most importantly, her new shields. Two new “wings” were added to accommodate the engines needed to propel her through space, which also carried new torpedo armaments to make up for the lost main turret.

Despite her age and the hasty redesign, the Lillaru served valiantly at the Battle of Aurora. Alongside her new big little sister, the Rillaru, the Lillaru would put up fearsome resistance. Despite only being reintroduced as a stopgap measure, the Lillaru proved more durable and more effective at suppressing other cruisers than the Aurorans had hoped. And as such, the Lillaru remains in service to this day.
",,,,,
uaf_ai_lillaru,SHIP,"While the Rillaru is the poster child for Auroran shipbuilding abroad in the Persean Sector, the people of the United Auroran Federation are far more familiar with the Lillaru heavy cruiser. Despite being known as “Rillaru’s little sister,” Lillaru is actually the older of the two. She boasts one of the longest production runs for Auroran ships, with initial designs dating all the way back to the Yurian Navy during the Unifying War.

Until the introduction of the Rillaru, the Lillaru would be Aurora’s most heavily armed ship for almost a decade. The original Lillarus served as seagoing battlecruisers, capable of carrying the powerful Cyrexa 452mm railcannons, then newly-designed by Rexa Industries. While these weapons are par for the course of space warfare, back then, they were the largest guns available to any warship, and in an age of shieldless combat, the most deadly.

During the transition to space warfare, these powerful battlecruisers were retired. At this time the United Aurora Federation was still in its infancy, and Yuria, having won the global conflict, needed a ship to maintain the peace while their new battlecruiser project finished production. And so, the Lillaru was reintroduced into the Auroran Navy. Reclassified as a heavy cruiser, she received extensive modifications. Namely, in order to serve in a new role as a heavy fire support ship, her second main caliber turret was removed in favor of additional secondary weapons, support systems for her new engines and maneuvering jets needed for her now 3-dimensional environment, and perhaps most importantly, her new shields. Two new “wings” were added to accommodate the engines needed to propel her through space, which also carried new torpedo armaments to make up for the lost main turret.

Despite her age and the hasty redesign, the Lillaru served valiantly at the Battle of Aurora. Alongside her new big little sister, the Rillaru, the Lillaru would put up fearsome resistance. Despite only being reintroduced as a stopgap measure, the Lillaru proved more durable and more effective at suppressing other cruisers than the Aurorans had hoped. And as such, the Lillaru remains in service to this day.

This ship has been retrofitted and heavily modified to meet the specifications required by the Auroran Automata Expeditionary Division. It's equipped with the latest avionics and prototype upgrades, allowing it to outperform its predecessors while also a boasting lower sensor profile, thanks to the stealth technology behind its durable and unique AED coating.",,,,,
uaf_hg_lillaru,SHIP,"The Lillaru has been one of the most reliable Yurian designs. Its age and longevity have been attributed to solid design choices of the Yurian Navy during the Unifying war, and is used to this day by the Auroran Navy… And, perhaps most unexpectedly, their enemies.

Shortly after the arrival of the United Auroran Federation within the Persean Sector, several skirmishes broke out between the expedition and the core world powers. Survivor tales were brutal, powerful warships fielding ancient ballistic weaponry, firing well beyond what most conventional weapons could in overwhelming numbers. Concerned about what could be a new pirate faction, the High Hegemon sent out a large task force to investigate the fringes. There they encountered a scouting party of the expedition, and before they could request identification, they were attacked. Unsurprisingly, the task force easily overwhelmed the small flotilla, and managed to capture one ship, a heavy cruiser, with her crew alive… for the most part.

Returning their prize to Chicomoztec, Hegemony agents interrogated her crew and learned the existence of the newly-arrived expedition fleet. Any more questions into the fleet’s purpose were met with vitriol and curses, the only thing they could gather was that these newcomers were here to enact vengeance against those who wronged them. In order to gather more intel on their new enemy, the High Hegemon had the cruiser, a Lillaru, refitted to match Hegemony standards and sent her to infiltrate Auroran ranks. As luck would have it, they encountered the Auroran leader, one Queen Aeria Charlotte Yuki, on their newly established foothold within the sector, New Aurora. No one knows what happened behind the meeting’s closed doors, save that it was heavily guarded. In the end, the Hegemony agents would return to the High Hegemon and report that the attack by the scouting fleet had been disavowed as an act of insubordination. Hegemon Daud disliked the thought of a power that could challenge the Hegemony, still he returned the modified cruiser as a “peace offering”. 

Federation high command knew this peace was shaky at best, and took the opportunity to study the modified cruiser to better understand this potential new threat. Auroran engineers found that little had been changed, save for the heavier armor and reinforced hull. While this slowed down the Lillaru, it made her much more durable, and far more of a persistent threat on the battlefield, especially combined with Auroran damage control practices.
",,,,,
uaf_yrn_mary_su,SHIP,"While the Rillaru is the poster child for Auroran shipbuilding abroad in the Persean Sector, the people of the United Auroran Federation are far more familiar with the Lillaru heavy cruiser. Despite being known as “Rillaru’s little sister,” Lillaru is actually the older of the two. She boasts one of the longest production runs for Auroran ships, with initial designs dating all the way back to the Yurian Navy during the Unifying War.

Until the introduction of the Rillaru, the Lillaru would be Aurora’s most heavily armed ship for almost a decade. The original Lillarus served as seagoing battlecruisers, capable of carrying the powerful Cyrexa 452mm railcannons, then newly-designed by Rexa Industries. While these weapons are par for the course of space warfare, back then, they were the largest guns available to any warship, and in an age of shieldless combat, the most deadly.

During the transition to space warfare, these powerful battlecruisers were retired. At this time the United Aurora Federation was still in its infancy, and Yuria, having won the global conflict, needed a ship to maintain the peace while their new battlecruiser project finished production. And so, the Lillaru was reintroduced into the Auroran Navy. Reclassified as a heavy cruiser, she received extensive modifications. Namely, in order to serve in a new role as a heavy fire support ship, her second main caliber turret was removed in favor of additional secondary weapons, support systems for her new engines and maneuvering jets needed for her now 3-dimensional environment, and perhaps most importantly, her new shields. Two new “wings” were added to accommodate the engines needed to propel her through space, which also carried new torpedo armaments to make up for the lost main turret.

Despite her age and the hasty redesign, the Lillaru served valiantly at the Battle of Aurora. Alongside her new big little sister, the Rillaru, the Lillaru would put up fearsome resistance. Despite only being reintroduced as a stopgap measure, the Lillaru proved more durable and more effective at suppressing other cruisers than the Aurorans had hoped. And as such, the Lillaru remains in service to this day.

Mary-Su- A one-of-a-kind modification for Admiral Mary Su Yi-Su's personal use based on her preferences, the ship was converted into a battlecarrier by opening the hull where its side missile mounts used to be. The single large mount and its internal mechanisms were removed in order to accommodate winged spacecraft and convert it into a hangar bay, with the magazine being converted into stowage for missiles and bombs for the ship’s new air wings. Additionally, a pair of heavy Reflecta-class external armor plates were added for greater protection of the flight deck from incoming attacks.

This ship has been modified differently compared to existing standards. She has been given the classification of 'Royal' type, and the third ship to receive this designation.",,,,,
uaf_ularaya_prototype,SHIP,"The United Aurora Federation prides itself in its own creations. While its enemies may have better technology or time-tested designs, it's extraordinarily rare when they decide to actively borrow from those beyond their borders. One notable exception took place shortly after the Battle of Aurora. All of the enemy ships destroyed were salvaged to fuel the now ever-hungry industries. However, a scouting party sent to the system’s edge found a cruiser unlike any of those that appeared during the Battle. Brought back for study, translators were able to make out her name on its ruined hull: Scholar.

With virtually all of her manufacturers busy building or designing new ships, and in dire need of a new mid-sized missile ship, the Federation would turn to its research division to study and reverse-engineer as much as they could before the expedition beyond the gate. This turned out to be far more costly and time consuming than anyone had expected, as many of the systems were too complex for current production facilities to handle. With time no longer on their side, the decision was made to scrap the more advanced systems and substitute them with currently available Auroran technology. This, ironically, ended up costing even more time, as the size of the much larger Auroran subsystems meant the interior of the ship had to be remodeled in order to accommodate them.

The research division would not finish the design for prototyping until well after the settling of New Aurora. The massive delay in the project caused many rumors to circulate regarding the cause. Perhaps the most outlandish of these was that the chief researcher had been locked up in the laboratory until the design process had been finished, only finishing it because the government threatened to cut funding for the project. Others claim that instead, the chief researcher went on a permanent vacation to Favonius after all the headaches of the pre-expedition problems came to a head. Regardless, the new ship, the Ularaya, would enter prototyping far too late to enter production, and would have been relegated to a museum ship until an enterprising captain came along and purchased her.

Despite looking nothing like her, the Ularaya is akin to a mini Purcellyra, sporting large numbers of missile launchers, including a scaled down version of her accelerated missile rack system. Unlike the Purcellyra, she can augment herself for other roles thanks to her hangars, equipping herself with anything from deadly bombers to nimble interceptors.
",,,,,
uaf_procastria_prototype,SHIP,"Upon their arrival in the Persean Sector, the United Aurora Federation found themselves with few local allies, either being openly hostile, or completely indifferent to their struggles against the local powerhouses. They did make one unlikely ally on the fringes of the Sector though: the Great Houses of Kassadar.

Unwilling to upset the balance of the Sector but still wishing to aid these new visitors, the Great Houses loaned some of their technologies to the Auroran engineers. This tech would be reported as stolen, and Auroran engineers would get to work reverse-engineering it for use aboard Auroran vessels. Unfortunately, due to the specific equipment needed to operate the machinery, no ship within the current arsenal or in its prototype stage could mount it. So they set about designing a new ship, one that was compatible with both the Houses’ High Domain advances and Auroran engineering protocols.

The result of this endeavor was the Procastria prototype cruiser. Thanks to her Kassadari technology, the Procastria was able to accelerate her own timeflow, greatly increasing her efficiency in combat, which to the naked eye made her far more nimble than she should be. However some sacrifices had to be made. While far more efficient for powering engines, the Melody power plant still struggles at producing enough power to support this time acceleration feature, making her time dilation less powerful than a proper Kassadari warship.
",,,,,
,,,,,,,
uaf_ai_maisya,SHIP,"One of the cons of relying on ballistic weaponry is that ships may suddenly find themselves with enemies they are ill-equipped to face. The kinetic railcannons of the Tona-series fared poorly against heavily armored battleships, and the high-explosive power of the Herexa series anti-armor cannons did little more than cause minor ripples in shielding. The United Aurora Federation did not have a ship that could withstand the power draw of its experimental energy weapons yet, and so created the Maisya to support them while they solved the weapons’ overwhelming power consumption.

As a testing platform, the Maisya was not intended to see combat at all, and has very little armor whatsoever, so in order to withstand the rigors of depressurization, her hull was reinforced. She also had everything that the engineers thought would hypothetically increase flux draw, with the most powerful engines and shields available, and the most efficient Melody drive they could mount on a ship her size in order to support the unstable experimental energy weapons.

Due to being an Auroran weapons test platform, she would not enter production… at least officially. The Auroran Automata Expeditionary Division picked up the Maisya platform and gave her proper hull plating and crew accommodations. After stabilizing the energy weapons, creating the new Edge series flux-cannons and Merupaka point defense gun, the AED found that the engineers had accidentally created a very powerful warship. Her lack of armor and incredibly powerful engines, shields, and sensors, the Maisya became one of the most nimble warships available while still sporting heavy firepower. The Maisya would see use in special operations, her speed and agility allowing for lightning-fast guerilla tactics alongside the smaller ships in the Automata Expeditionary Division.
",,,,,
,,,,,,,
uaf_lovela,SHIP,"Auroran High Command has always been hesitant to make use of new frigate designs since the Nakiha’s introduction. With the Unifying War still fresh in mind, Yurian shipbuilders were reluctant to share the Nakiha’s plans with foreign manufacturers, and could not keep up the now global demand for new frigates. In response, Annabelle engineers introduced a new, cheaper, more easily produced frigate, the Lovela.

Many opponents of the Lovela were of the Federation’s Yurian dominant carrier-favoring admirals, the Permaisuri herself chief among them. They reasoned that many roles that a frigate can perform were more easily filled by the Federation’s fighter squadrons. Her supporters argued that this stance would void the Nakiha as well, and so the Lovela was reluctantly adopted as well. Annabelle shipwrights began production, and the Lovela’s low cost and manufacturing times, combined with Annabelle’s strong industrial base, eventually saw it outstripping the Nakiha in terms of population. When the expeditionary fleet made its way through the gate, Lovelas were among the first ships produced on the other side.

In spite of the initial misgivings, the Lovela’s induction into the fleet proved to be pivotal in the expedition's first years. Among the first opponents it faced were the Luddic Path’s swarm tactics. During the settlement of Favonius, the then-fledgling colony was attacked by a large number of Cerberus frigates. With few capital ships available and Nakiha patrols still en route, the only things standing between the colony and the swarm were the newly built Lovelas. Here it proved ideal, as its armor and firepower enabled it to outlast multiple Cerberus frigates while still being maneuverable enough to avoid torpedoes, despite being outnumbered 5 to 1. The defending Lovelas bought enough time for the defense fleet to organize and rout the enemy.

While still not as popular among frigate commanders as the Nakiha, the Lovela is regarded as legendary among the people of Favonius. Being the luxury hotspot of the UAF’s Persean home, this has led to a variety of local merchandise and tourist attractions based on them, the strangest of which being the first shipyard to produce them being called “The Gate of Heaven,” named as such after the release of the hit-song about the battle, “Flight of the Angels.”",,,,,
uaf_m_lovela,SHIP,"Auroran High Command has always been hesitant to make use of new frigate designs since the Nakiha’s introduction. With the Unifying War still fresh in mind, Yurian shipbuilders were reluctant to share the Nakiha’s plans with foreign manufacturers, and could not keep up the now global demand for new frigates. In response, Annabelle engineers introduced a new, cheaper, more easily produced frigate, the Lovela.

Many opponents of the Lovela were of the Federation’s Yurian dominant carrier-favoring admirals, the Permaisuri herself chief among them. They reasoned that many roles that a frigate can perform were more easily filled by the Federation’s fighter squadrons. Her supporters argued that this stance would void the Nakiha as well, and so the Lovela was reluctantly adopted as well. Annabelle shipwrights began production, and the Lovela’s low cost and manufacturing times, combined with Annabelle’s strong industrial base, eventually saw it outstripping the Nakiha in terms of population. When the expeditionary fleet made its way through the gate, Lovelas were among the first ships produced on the other side.

In spite of the initial misgivings, the Lovela’s induction into the fleet proved to be pivotal in the expedition's first years. Among the first opponents it faced were the Luddic Path’s swarm tactics. During the settlement of Favonius, the then-fledgling colony was attacked by a large number of Cerberus frigates. With few capital ships available and Nakiha patrols still en route, the only things standing between the colony and the swarm were the newly built Lovelas. Here it proved ideal, as its armor and firepower enabled it to outlast multiple Cerberus frigates while still being maneuverable enough to avoid torpedoes, despite being outnumbered 5 to 1. The defending Lovelas bought enough time for the defense fleet to organize and rout the enemy.

While still not as popular among frigate commanders as the Nakiha, the Lovela is regarded as legendary among the people of Favonius. Being the luxury hotspot of the UAF’s Persean home, this has led to a variety of local merchandise and tourist attractions based on them, the strangest of which being the first shipyard to produce them being called “The Gate of Heaven,” named as such after the release of the hit-song about the battle, “Flight of the Angels.”

Its two forward mounts are upgraded to composite mediums, further enhancing its forward firepower potential.

This ship was given up-to-date military-grade upgrades and a unique camouflage pattern belonging to the Auroran Royal Navy's November Fleet which is led personally by the Queen of Yuria herself. Additional armor plating and durable protective coating were installed to enhance the survivability of this ship; albeit at the cost of slightly lowered maneuverability and speed due to additional weight.",,,,,
,,,,,,,
uaf_rama_corvette,SHIP,"The Rama-class corvette is the smallest, fastest vessel designed for combat within the UAF’s fleet. Designed by Yuria to chase down Annabelle blockade runners, she finished development too late to play any significant role in the Unifying War. The finished plans for the Rama would remain shelved until the Expedition Fleet’s foray into the Persean Sector.

Prior to the introduction of the Rama to their shipyards, the United Auroran Federation believed that the Nakiha could handle just about any non-capital ship threat, as it had during the Battle of Aurora. However, on this side of the Gate, the Federation faced new opponents, ones who weren’t so reliant on larger vessels: pirates and the Luddic Path. Chief among the ships fielded by these factions were the nimble Cerberus frigate, ships capable of dancing around even the Nakiha. Annabelle engineers provided their own solution, the cheap and relatively heavily armored Lovela. However, while the Lovela could hold its own against the Cerberus, it lacked the required speed and agility to chase them down, meaning they were forced to remain close to the colonies they protected.

The revitalization of the Rama project began when AER-1A was searching for a better means to combat the frigate swarms when she encountered the plans in an old archive. Quickly assessing the vessel's strengths, AER-1A began deploying the Rama as a pursuit ship against the Cerberus frigate. Seeing its effectiveness in combat, Auroran High Command adopted the Rama, where it began serving as a substitute for fighter escort as well.

",,,,,
uaf_ai_rama_corvette,SHIP,"The Rama-class corvette is the smallest, fastest vessel designed for combat within the UAF’s fleet. Designed by Yuria to chase down Annabelle blockade runners, she finished development too late to play any significant role in the Unifying War. The finished plans for the Rama would remain shelved until the Expedition Fleet’s foray into the Persean Sector.

Prior to the introduction of the Rama to their shipyards, the United Auroran Federation believed that the Nakiha could handle just about any non-capital ship threat, as it had during the Battle of Aurora. However, on this side of the Gate, the Federation faced new opponents, ones who weren’t so reliant on larger vessels: pirates and the Luddic Path. Chief among the ships fielded by these factions were the nimble Cerberus frigate, ships capable of dancing around even the Nakiha. Annabelle engineers provided their own solution, the cheap and relatively heavily armored Lovela. However, while the Lovela could hold its own against the Cerberus, it lacked the required speed and agility to chase them down, meaning they were forced to remain close to the colonies they protected.

The revitalization of the Rama project began when AER-1A was searching for a better means to combat the frigate swarms when she encountered the plans in an old archive. Quickly assessing the vessel's strengths, AER-1A began deploying the Rama as a pursuit ship against the Cerberus frigate. Seeing its effectiveness in combat, Auroran High Command adopted the Rama, where it began serving as a substitute for fighter escort as well.


This ship has been retrofitted and heavily modified to meet the specifications required by the Auroran Automata Expeditionary Division. It's equipped with the latest avionics and prototype upgrades, allowing it to outperform its predecessors while also a boasting lower sensor profile, thanks to the stealth technology behind its durable and unique AED coating.",,,,,
,,,,,,,
uaf_seniraja,SHIP,"During the Battle of Aurora, the United Auroran Federation came face to face with a simple, effective cruiser design, which vastly outnumbered their own light cruisers and significantly more durable, making them one of the more pressing threats they faced. The Lillaru heavy cruiser could easily tear down other cruisers, although in the numbers faced, not fast enough, and the twin light cruisers Akatsuzuma and Inazuma simply did not have the endurance to fight these cruisers one on one, a difficult enough task with equal numbers, much less being outnumbered 2-to-1. The solution proposed by Auroran engineers was simple: a heavy cruiser with enough firepower and armor to make even a Rillaru captain nervous, the Seniraja.

The Seniraja was designed with one purpose and one purpose only: to engage and destroy other cruisers. Like many cruisers in the Auroran Navy, the Seniraja boasts higher than normal firepower, being more akin to a battlecruiser. Unlike the other cruisers, the Seniraja boasts enough armor to withstand attacks from multiple ships, earning it the nickname “The Pocket Battleship”. To drive this nickname further home, it shares many of the same strengths and weaknesses as the Reisen class battleships, that being the all-forward firing arcs of its weaponry, its slower movement compared to its more nimble counterparts, and the resulting vulnerability to flanking attacks. And just like the Reisen, in a 1-on-1 duel, the Seniraja is the king of its weight class. Sometimes when designing solutions, simplicity is best.

""Anyone could effectively command a Seniraja. They literally have one job: hug your fleet's flagship, point your bow at the closest enemy, and say 'weapons free'."" - Alexandra Yamato.
",,,,,
uaf_m_seniraja,SHIP,"During the Battle of Aurora, the United Auroran Federation came face to face with a simple, effective cruiser design, which vastly outnumbered their own light cruisers and significantly more durable, making them one of the more pressing threats they faced. The Lillaru heavy cruiser could easily tear down other cruisers, although in the numbers faced, not fast enough, and the twin light cruisers Akatsuzuma and Inazuma simply did not have the endurance to fight these cruisers one on one, a difficult enough task with equal numbers, much less being outnumbered 2-to-1. The solution proposed by Auroran engineers was simple: a heavy cruiser with enough firepower and armor to make even a Rillaru captain nervous, the Seniraja.

The Seniraja was designed with one purpose and one purpose only: to engage and destroy other cruisers. Like many cruisers in the Auroran Navy, the Seniraja boasts higher than normal firepower, being more akin to a battlecruiser. Unlike the other cruisers, the Seniraja boasts enough armor to withstand attacks from multiple ships, earning it the nickname “The Pocket Battleship”. To drive this nickname further home, it shares many of the same strengths and weaknesses as the Reisen class battleships, that being the all-forward firing arcs of its weaponry, its slower movement compared to its more nimble counterparts, and the resulting vulnerability to flanking attacks. And just like the Reisen, in a 1-on-1 duel, the Seniraja is the king of its weight class. Sometimes when designing solutions, simplicity is best.

""Anyone could effectively command a Seniraja. They literally have one job: hug your fleet's flagship, point your bow at the closest enemy, and say 'weapons free'."" - Alexandra Yamato.

Now installed with an extra composite weapon mount in between the hulls, such minimal additional have increased the lethality of this already deadly cruiser.

This ship was given up-to-date military-grade upgrades and a unique camouflage pattern belonging to the Auroran Royal Navy's November Fleet which is led personally by the Queen of Yuria herself. Additional armor plating and durable protective coating were installed to enhance the survivability of this ship; albeit at the cost of slightly lowered maneuverability and speed due to additional weight.",,,,,
,,,,,,,
uaf_m_machi_apa,SHIP,"While the Sunami retains the title of the United Auroran Federation’s best troop landing ship, it is seldom used, except in operations where success is paramount to the Federation’s strategic objectives. For any other operation, the Federation uses the much cheaper and easier to maintain Machi-Apa troop transport.

In the grand scale of galactic combat, it is often easier to simply deploy larger numbers of marines. While technically able to carry a greater number, the Sunami is a very expensive troop ship, essentially combining the facets of a long range support cruiser, an aircraft carrier, and a troop transport all in one. This results in both longer production times and much higher costs. The Machi-Apa, on the other hand, has one role and one role only: to deliver as many troops to the battlefield swiftly and safely, cutting down the need for specialized equipment. While not the most comfortable ship for its occupants, the sheer volume that may be deployed at any given moment makes them the go-to choice for large scale operations.

“This thing’s a piece of junk! There’s no way this’ll work!” “It’s either this, or a space-walk.” - Audio log from Berthing 2 aboard the UAFS Red Oak, prior to an assault on Entiaris.
",,,,,
,,,,,,,
uaf_junyo_delta,SHIP,"After the Unifying War, the United Aurora Federation would begin its work on its space exploration vessels. Two were planned, the Cherry Vanguard and the Solvernia. Due to their sheer size, atmospheric construction was impossible, and the demand for raw material required far outstripped the ability for Aurora to handle, making it imperative the Federation had a reliable freighter for long distance hauling from neighboring planets. While the Nebula series blockade runners have served as the Federation’s primary cargo vessel, its size and armaments prevent it from being deployed en-masse. To remedy this situation, Vanguard Enterprises introduced the Junyo series  superfreighter.

The Junyo-Delta is a relatively simple design, simply taking a single extra-large cargo module and making it a ship of its own. Built out of the module itself, the Junyo-Delta is notably less appealing to the eye than other Auroran freighters. A portion of the module is set aside for crew living spaces and other vital machinery, and while these accommodations seem small on paper, the truth is that the allotted space is far greater than it seems. This proved to be a boon, as when pirates began attacking convoys, the Junyo-Delta saw its remaining living spaces converted into magazines and control systems for self-defence weapons. Opening up the interior of the remaining space also has made loading and unloading significantly easier, as well as allowing the Junyo to store cargo beyond its original dimensions, imitating her much larger predecessor. While this runs the risk the cargo may be damaged in a fight, its largely civilian usage means it stays away from the front, and seen as an acceptable risk.",,,,,
uaf_miyo_juliet,SHIP,"After the Unifying War, the United Aurora Federation would begin its work on its space exploration vessels. Two were planned, the Cherry Vanguard and the Solvernia. Due to their sheer size, atmospheric construction was impossible, and the demand for raw material required far outstripped the ability for Aurora to handle, making it imperative the Federation had a reliable freighter for long distance hauling from neighboring planets. While the Nebula series blockade runners have served as the Federation’s primary cargo vessel, its size and armaments prevent it from being deployed en-masse. To remedy this situation, Vanguard Enterprises introduced the Junyo series  superfreighter.

Of course, with the large majority of these new superfreighters put into service to ferry large amounts of material for the Cherry Vanguard, Vanguard Enterprises used lessons from the Junyo-Delta to create the Miyo-Juliet. Like the other Vanguard freighters, the Miyo-Juliet comes with a modular cargo for ease of loading and unloading. Being scaled down for the planetside businesses of Aurora, the Miyo-Juliet started more akin to an airship than a spacecraft. The lack of pirates in-atmosphere has left her relatively unprotected compared to her larger counterpart, but she more than makes up for it by being not only more economical, but more space-efficient as well. 
",,,,,
