id,trigger,conditions,script,text,options,notes
UAFVNAskSnackInari,DialogOptionSelected,"$option == UAFVNAskSnackOption
$id == uaf_inari","SetTextHighlights ""350""","""Favorite snacks, you say?"" 

She presses her finger on her lips, pondering. ""Usually, I enjoy more refined things like Blue Lobster Thermidor or any imported luxury goods that traders normally bring into the station, but if you must ask what is my little part-time treat, it's chocolate.""  

She chuckles as she place her hands down on her lap. ""The divine taste of from my home planet's aromatic chocolate sets my heart adrift. From November City's famous mochas to the filled chocolates of Casavenca."" She taps her finger on her chin and clears her throat, furling her brows and smirking with interest.

""If you're offering, I'd love to have 350 Pretzels & Croissant bundles to share with the members of my administrative offices.""","1:UAFVNBackOption:""I see, thanks!""",
UAFVNAskSnackGeneral,DialogOptionSelected,$option == UAFVNAskSnackOption,,"""Favorite snack? No, I'm not interested in that.""","1:UAFVNBackOption:""Okay.""",
,,,,,,
#Gift Start,,,,,,
#UAFNiaOfferGiftSA,PopulateOptions,"$id == uaf_niaauroria score:100
!$NiaGifted
UAFRelationCheck -51 101
UAFSACheck",,,1:NiaGift:Offer gifts to Nia,
#UAFAlexandraOfferGiftSA,PopulateOptions,"$id == uaf_alexandra score:100
$player.UAFNiaRecommendation
!$AlexandraGifted
UAFRelationCheck -51 101
UAFSACheck",,,1:AlexandraGift:Offer gifts to Alexandra,
#Gift End,,,,,,
,,,,,,
# VNSector Stuffs,,,,,,
VNSectorChatResponseGenInd,DialogOptionSelected,$option == VNS_Converse,FireAll PopulateVNSector,"$name wonders what to say, but has come up with nothing.
OR
$name gives a blank stare.
OR
$name wonders what you're trying to do here.",,
,,,,,,
#UAF Nia Chat Interactions,,,,,,
UAFNiaChatResponseNeutral,DialogOptionSelected,"$option == VNS_Converse score:100
$id == uaf_niaauroria 
UAFRelationCheck "">"" 0",,"""Unfortunately, I don't have the luxury of time for an idle chatter like this.""
OR
""I'd rather discuss your future work prospects under UAF rather than wasting time for nonsense.""",,
UAFNiaChatResponseFavorable,DialogOptionSelected,"$option == VNS_Converse score:100
$id == uaf_niaauroria 
UAFRelationCheck "">"" 9",,"""Ah, Captain $playerName. Did you know that the best bakeries in the system are located at New Auroria?""
OR
""I have too many paperworks to accomplish every single day. A cup of dark roasted coffee is my only solace.""",,
UAFNiaChatResponseWelcoming,DialogOptionSelected,"$option == VNS_Converse score:100
$id == uaf_niaauroria 
UAFRelationCheck "">"" 24",,"""Hello Captain $playerName. How are you faring these days?""
OR
""I really need a long vacation...""",,
UAFNiaChatResponseFriendly,DialogOptionSelected,"$option == VNS_Converse score:100
$id == uaf_niaauroria 
UAFRelationCheck "">"" 49",,"""There was a ruckus at the starport last week. It was about the smuggled choco-lava cake and various confectionaries.""

She furrows her brows.

""Seriously... These smugglers needs to be more subtle, all they do is to increase my workload.""
OR
""Always be prepared for whatever the situation may throw at you. Stay sharp captain.""",,
UAFNiaChatResponseCooperative,DialogOptionSelected,"$option == VNS_Converse score:100
$id == uaf_niaauroria 
UAFRelationCheck "">"" 75",,"""How's it going Captain $playerName? I hope you are doing fine.""
OR
""I am very thankful to your contributions to UAF. I honestly wish that your relationship with us will remain steadfast and unending.""",,
,,,,,,
UAFNiaOfferGiftInd,PopulateVNSector,"$id == uaf_niaauroria score:100
!$NiaGifted
UAFRelationCheck -51 101
#!UAFSACheck",,,1:NiaGift:Offer gifts to Nia,
UAFNiaOfferGift,VNSectorDiscussionOptions,"$id == uaf_niaauroria score:100
!$NiaGifted
UAFRelationCheck -51 101",,,1:NiaGift:Offer gifts to Nia,
,,,,,,
UAFNiaGift,DialogOptionSelected,"$id == uaf_niaauroria
$option == NiaGift",FireAll NiaAvailableGiftOptions,"""What is it?""
OR
""What do you want?""",,
UAFNiaGiftItem1,NiaAvailableGiftOptions,PlayerHasCargo uaf_bakery_choco_lava,,,"1:UAFNiaCake:""Would you like a cake I brought from New Aurora?""",
UAFNiaGiftItem1Gifted,DialogOptionSelected,"$option == UAFNiaCake
PlayerHasCargo uaf_bakery_choco_lava","FireAll PopulateOptions
$NiaGifted = true 5
#AddPotentialContact
UAFAddContactv2 uaf_niaauroria
AdjustRepActivePerson FAVORABLE 10
AddRemoveCommodity uaf_bakery_choco_lava -1 true","Upon hearing your offer, a basket appears below the monitor for you to put the goods in. After you put it in, the cake is now arrived to Nia as she inspects it closely.

""Ah, this is the authentic choco-lava cake, this is so nostalgic, I really miss my home now"" Nia smiles happily as she unwrap the choco lava box, quickly taking a bite from the cake like a little girl enjoying her cakes.",,
UAFNiaGiftItem2,NiaAvailableGiftOptions,"PlayerHasCargo food
$player.sawNiaKittenAlready",,,"2:UAFNiaCatFood:""I happened to have a stack of cat food, do you want it?""",
UAFNiaGiftItem2Gifted,DialogOptionSelected,"$option == UAFNiaCatFood
PlayerHasCargo food","FireAll PopulateOptions
$NiaGifted = true 5
AdjustRepActivePerson WELCOMING 1
AddRemoveCommodity food -1 true","""Ah? cat food for Inna, you said? well, put it in the basket, truthfully, I already have stocked up food for Inna in my office, she has her own piles of cat food I imported back from home. But thanks! I appreciate your gift."" 

Nia smiles warmly at you as she raises Inna the Kitten to be able to be seen through monitor before she puts it down again, both of them looks satisfied with your gift.",,
UAFNiaGiftItem3,NiaAvailableGiftOptions,"PlayerHasCargo uaf_bakery_choco_lava 300
!$NiaSnackGifted",,,"3:UAFNiaSnack:""I have a snack package for you""",
UAFNiaGiftItem3Gifted_1,DialogOptionSelected,"$option == UAFNiaSnack
PlayerHasCargo uaf_bakery_choco_lava 300","FireAll PopulateOptions
$NiaSnackGifted = true 90
$NiaSnackGiftedFirstTime = true
$NiaGifted = true 5
AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_choco_lava -300 true","""Oh, wow, you really get so many Choco lava.""

She seems to be taken by surprise seeing you bringing a bunch of choco lava to her before smiling happily.

""Right, I'll share these around to my staff, thank you for your donation, they will surely love this.""",,
UAFNiaGiftItem3Gifted,DialogOptionSelected,"$option == UAFNiaSnack
PlayerHasCargo uaf_bakery_choco_lava 300
$NiaSnackGiftedFirstTime","FireAll PopulateOptions
$NiaSnackGifted = true 90
$NiaGifted = true 5
AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_choco_lava -300 true","""Ah, I-. I mean, me and my staff has been waiting for another of your package, thanks again! We really enjoyed the one you gave previously too""

She seems to be happy when it comes to the choco lava",,
UAFNiaGiftNevermind,NiaAvailableGiftOptions,,,,"100:UAFNiaGiftNevermind:""Never mind, its nothing.""",
UAFNiaGiftNevermindSelected,DialogOptionSelected,$option == UAFNiaGiftNevermind,FireAll PopulateVNSector,,,
,,,,,,
UAFAlexandraOfferGiftInd,PopulateVNSector,"$id == uaf_alexandra score:100
$player.UAFNiaRecommendation
!$AlexandraGifted
UAFRelationCheck -51 101
#UAFSACheck",,,1:AlexandraGift:Offer gifts to Alexandra,
UAFAlexandraOfferGift,VNSectorDiscussionOptions,"$id == uaf_alexandra score:100
$player.UAFNiaRecommendation
!$AlexandraGifted
UAFRelationCheck -51 101",,,1:AlexandraGift:Offer gifts to Alexandra,
,,,,,,
UAFAlexandraGift,DialogOptionSelected,"$id == uaf_alexandra
$option == AlexandraGift
","FireAll AlexandraAvailableGiftOptions
","""What is it?""
OR
""What do you want?""",,
UAFAlexandraGiftItem1,AlexandraAvailableGiftOptions,PlayerHasCargo ore 10,,,"1:UAFAlexandraOre:""I would like to donate some Ores I mined.""",
UAFAlexandraGiftItem1Gifted,DialogOptionSelected,"$option == UAFAlexandraOre
PlayerHasCargo ore 10","FireAll PopulateOptions
$AlexandraGifted = true 5
AddRemoveCommodity ore -10 true
AddRemoveCommodity credits 2500
AdjustRepActivePerson FRIENDLY 2","Alexandra smiles and happily accept your donation offer, one of the bodyguard offers his help to unload the donated cargo over to Nur main ore storage.

""Thank you for your donation, I'll be expecting more donations in the future""
She chuckles.",,
UAFAlexandraGiftItem2,AlexandraAvailableGiftOptions,PlayerHasCargo rare_ore 5,,,"1:UAFAlexandraRareOre:""I would like to donate some Transplutonic Ores I mined.""",
UAFAlexandraGiftItem2Gifted,DialogOptionSelected,"$option == UAFAlexandraRareOre
PlayerHasCargo rare_ore 5","FireAll PopulateOptions
$AlexandraGifted = true 5
AddRemoveCommodity rare_ore -5 true
AddRemoveCommodity credits 5000
AdjustRepActivePerson FRIENDLY 5","Alexandra smiles and happily accept your donation offer

""This is a transplutonic ore, rare among this galaxy, such an exquisite""
Alexandra took a handful of ores, inspecting it from every sides.
After she seems to be satisfied with the ore, she order a handful of her bodyguards to help unloading the donated cargo over to Nur main ore storage.",,
UAFAlexandraGiftItem3,AlexandraAvailableGiftOptions,"PlayerHasCargo uaf_bakery_choco_lava 500
PlayerHasCargo uaf_bakery_product_2 200
!$AlexandraSnackGifted",,,"3:UAFAlexandraSnack:""I have a snack package for you""",
UAFAlexandraGiftItem3Gifted_1,DialogOptionSelected,"$option == UAFAlexandraSnack
PlayerHasCargo uaf_bakery_choco_lava 500
PlayerHasCargo uaf_bakery_product_2 200","FireAll PopulateOptions
$AlexandraSnackGifted = true 90
$AlexandraSnackGiftedFirstTime = true
$AlexandraGifted = true 5
AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_choco_lava -500 true
AddRemoveCommodity uaf_bakery_product_2 -200 true
","""So, you do really went out of your way to get us these packages?""

She lets out a hearty laugh, her bodyguards behind her moves closer and about to check on her before she gave them the hand sign to stand back.

""You are funny, I hope you are doing this not because you haven't filled your mining quota or something""

Stares at you sharply yet with warm smile.",,
UAFAlexandraGiftItem3Gifted,DialogOptionSelected,"$option == UAFAlexandraSnack
PlayerHasCargo uaf_bakery_choco_lava 500
PlayerHasCargo uaf_bakery_product_2 200
$AlexandraSnackGiftedFirstTime","FireAll PopulateOptions
$AlexandraSnackGifted = true 90
$AlexandraGifted = true 5
AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_choco_lava -500 true
AddRemoveCommodity uaf_bakery_product_2 -200 true
","""Another package of these huh? I'll gladly accept these because these things are very rare items in this planet, people would surely enjoy it.""

""Thank you..""

She moves her hand gracefully in gratitude to your package",,
UAFAlexandraGiftNevermind,AlexandraAvailableGiftOptions,,,,"100:UAFAlexandraGiftNevermind:""Never mind, its nothing.""",
UAFAlexandraGiftNevermindSelected,DialogOptionSelected,$option == UAFAlexandraGiftNevermind,FireAll PopulateVNSector,,,
,,,,,,
UAFInariOfferGiftInd,PopulateVNSector,"$id == uaf_inari score:100
!$InariGifted
UAFRelationCheck -51 101
#UAFSACheck",,,1:InariGift:Offer gifts to Inari,
UAFInariOfferGift,VNSectorDiscussionOptions,"$id == uaf_inari score:100
!$InariGifted
UAFRelationCheck -51 101",,,1:InariGift:Offer gifts to Inari,
,,,,,,
UAFInariGift,DialogOptionSelected,"$id == uaf_inari 
$option == InariGift","FireAll InariAvailableGiftOptions
","""What is it?""
OR
""What do you want?""",,
UAFInariGiftItem1,InariAvailableGiftOptions,PlayerHasCargo uaf_bakery_choco_lava,,,"1:UAFInariCake:""Would you like a cake I brought from New Aurora?""",
UAFInariGiftItem1Gifted,DialogOptionSelected,"$option == UAFInariCake
PlayerHasCargo uaf_bakery_choco_lava","FireAll PopulateOptions
$InariGifted = true 5
AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_choco_lava -1 true
","Her ears flutter upward at the words chocolate as you get her attention ""Awwww, you shouldn't captain.~"" She graciously extends her thanks as she accepts your gift with care, briefly holding your hand before letting go. ""You are kind as you are generous Sir, I will be sure to enjoy these on my break."" 
OR
""Is that? Chocolate?"" Her tail shoots up as her surprised face turns into a gleeful smile ""Oh thank the Stars, I've been having cravings lately for something like this!"" She hastily accepts your gift, places it on her desk, and opens the box immediately. ""Just one little bite for later. My thanks, Captain.""",,
,,,,,,
UAFInariGiftItem2,InariAvailableGiftOptions,"PlayerHasCargo uaf_bakery_product_3 350
!$InariSnackGifted",,,"3:UAFInariSnack:""I have a snack package for you""",
UAFInariGiftItem2Gifted_1,DialogOptionSelected,"$option == UAFInariSnack
PlayerHasCargo uaf_bakery_product_3 350","FireAll PopulateOptions
$InariSnackGifted = true 90
$InariSnackGiftedFirstTime = true
$InariGifted = true 5
AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_product_3 -350 true
","""Thank you for your contributions, captain!~""

She chuckles and receives your snack package gift.",,
UAFInariGiftItem2Gifted,DialogOptionSelected,"$option == UAFInariSnack
PlayerHasCargo uaf_bakery_product_3 350
$InariSnackGiftedFirstTime","FireAll PopulateOptions
$InariSnackGifted = true 90
$InariGifted = true 5
AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_product_3 -350 true
","""Thank you for your contributions again, captain!~ You are winning my favor if you kept doing this~""

She chuckles and receives your snack package gift.",,
,,,,,,
UAFInariGiftNevermind,InariAvailableGiftOptions,,,,"100:UAFInariGiftNevermind:""Never mind, its nothing.""",
UAFInariGiftNevermindSelected,DialogOptionSelected,$option == UAFInariGiftNevermind,FireAll PopulateVNSector,,,
,,,,,,
,,,,,,
UAFQueenOfferGiftInd,PopulateVNSector,"$id == uaf_queen score:100
!$UAFQueenGifted
UAFRelationCheck -51 101
#UAFSACheck",,,1:UAFQueenGift:Offer gifts to The Queen,
UAFQueenOfferGift,VNSectorDiscussionOptions,"$id == uaf_queen score:100
!$UAFQueenGifted
UAFRelationCheck -51 101",,,1:UAFQueenGift:Offer gifts to The Queen,
UAFQueenGift,DialogOptionSelected,"$id == uaf_queen
$option == UAFQueenGift","FireAll QueenAvailableGiftOptions
","""What is it?""
OR
""What do you want?""",,
UAFQueenGiftItem1,QueenAvailableGiftOptions,"PlayerHasCargo uaf_bakery_choco_lava 400
PlayerHasCargo uaf_bakery_product_2 200
PlayerHasCargo uaf_bakery_product_3 200
!$UAFQueenSnackGifted",,,"1:UAFQueenSnackGift:""I have arrived with the requested pastries, your highness.""",
UAFQueenGiftItem1Gifted,DialogOptionSelected,"$option == UAFQueenSnackGift
PlayerHasCargo uaf_bakery_choco_lava 400
PlayerHasCargo uaf_bakery_product_2 200
PlayerHasCargo uaf_bakery_product_3 200","FireAll PopulateOptions
$UAFQueenSnackGifted = true 90
$UAFQueenGifted = true 5
AdjustRepActivePerson FRIENDLY 10
AddRemoveCommodity uaf_bakery_choco_lava -400 true
AddRemoveCommodity uaf_bakery_product_2 -200 true
AddRemoveCommodity uaf_bakery_product_3 -200 true
","""I'm impressed, you actually did it even though it's practically unnecessary and probably unworthy of your time. Very well, Starfarer - you have my team's gratitude and my personal thanks."" Aeria nodded and smiled as she ordered her staff to accept and distribute the pastries to everyone in the building. 

As you're about to leave the office, you briefly heard her as the door closes behind you. ""Maybe they're right about you, you're.. different from the others.""",,
,,,,,,
UAFQueenGiftNevermind,QueenAvailableGiftOptions,,,,"100:UAFQueenGiftNevermind:""Never mind, its nothing.""",
UAFQueenGiftNevermindSelected,DialogOptionSelected,$option == UAFQueenGiftNevermind,FireAll PopulateVNSector,,,
,,,,,,
,,,,,,
UAFRoboQueenOfferGiftInd,PopulateVNSector,"$id == uaf_roboqueen score:100
!$UAFRoboQueenGifted
UAFRelationCheck -51 101
#UAFSACheck",,,1:UAFRoboQueenGift:Offer gifts to The Robo Queen,
UAFRoboQueenOfferGift,VNSectorDiscussionOptions,"$id == uaf_roboqueen score:100
!$UAFRoboQueenGifted
UAFRelationCheck -51 101",,,1:UAFRoboQueenGift:Offer gifts to The Robo Queen,
UAFRoboQueenGift,DialogOptionSelected,"$id == uaf_roboqueen
$option == UAFRoboQueenGift","FireAll RoboQueenAvailableGiftOptions
","""Awaiting input."" 
OR
""I see, what do you have for me?""",,
UAFRoboQueenGiftItem1,RoboQueenAvailableGiftOptions,"PlayerHasCargo uaf_bakery_product_3 750
!$UAFRoboQueenSnackGifted",,,"1:UAFRoboQueenSnackGift:""I have arrived with a shipment full of pastries.""",
UAFRoboQueenGiftItem1Gifted,DialogOptionSelected,"$option == UAFRoboQueenSnackGift
PlayerHasCargo uaf_bakery_product_3 750","FireAll PopulateOptions
$UAFRoboQueenSnackGifted = true 90
$UAFRoboQueenGifted = true 5
AdjustRepActivePerson FRIENDLY 5
AddRemoveCommodity uaf_bakery_product_3 -750 true
","""Acknowledged, your kind contribution will be noted and shared equally amongst the human staff. I reckon the newly acquired stockpile might last for a couple days depending on the consumption rate."" The automata queen paused with whatever she was doing and blessed you with a robotic smile accompanied with what would visually resemble a cute holographic blush on her cheeks. ""Thank you for caring about us."" However, the blushing smile quickly faded away just as quickly as she went back to her devices.

Perhaps this is her way of showing personal gratitude to you, a very brief moment of what felt like a hidden side of her as she rarely smiled or even interacted with anyone. ",,
,,,,,,
UAFRoboQueenGiftNevermind,RoboQueenAvailableGiftOptions,,,,"100:UAFRoboQueenGiftNevermind:""Never mind, its nothing.""",
UAFRoboQueenGiftNevermindSelected,DialogOptionSelected,$option == UAFRoboQueenGiftNevermind,FireAll PopulateVNSector,,,
#END VNSector Stuffs,,,,,,
,,,,,,
,,,,,,
UAFNiaAskAccessISInd,PopulateVNSector,"$id == uaf_niaauroria score:100
#UAFSACheck",,,10:AskAccessOptions:Ask about UAF Access,
UAFNiaAskAccessIS,VNSectorDiscussionOptions,$id == uaf_niaauroria score:100,,,10:AskAccessOptions:Ask about UAF Access,
,,,,,,
UAFNiaAskAccessStart,DialogOptionSelected,"$option == AskAccessOptions
$id == uaf_niaauroria",FireAll AskAccessOptions,,,
UAFNiaAskAccessCancel,AskAccessOptions,$id == uaf_niaauroria score:100,,,11:UAFAskAccessNevermind:Nevermind,
UAFNiaAskAccessCancelSelect,DialogOptionSelected,$option == UAFAskAccessNevermind,FireAll PopulateVNSector,,,
,,,,,,
#Access Catchup,,,,,,
UAFNiaAskAccessLv1,AskAccessOptions,"$id == uaf_niaauroria score:100
UAFRelationCheck "">"" 10
UAFCommission UAFAccessEligibility
!$player.UAFNiaRecommendation",,,10:UAFAskStjarnaAccess:Request the access of Nur Processing Plant,
UAFNiaAskAccessLv1Response,DialogOptionSelected,"$option == UAFAskStjarnaAccess
$id == uaf_niaauroria",,"""So, you are telling me you want to have an access to the Nur Processing Plant? You are only recently being an ally of the Federation, I hope you understand that.""",10:UAFAskStjarnaAccess2:Continue,
UAFNiaAskAccessLv1Response2,DialogOptionSelected,"$option == UAFAskStjarnaAccess2
$id == uaf_niaauroria",,"""However, you have proven to be useful and loyal, atleast from my observation."" She sighs and think for a bit, before speaking to you again.

""Alright, I'll grant it."" She can be seen to be inputting something for a little while.

""You now have the clearance to the Nur Processing Plant, please don't misuse our trust.""",10:UAFAskStjarnaAccessDone:Say thank you and cut the comm link,
UAFNiaAskAccessLv1Grant,DialogOptionSelected,"$option == UAFAskStjarnaAccessDone
$id == uaf_niaauroria","UAFAccessLevel GrantAccess1
FireAll PopulateOptions
ShowPersonVisual","""Anything else you need?""",,
,,,,,,
UAFNiaAskAccessLv1ResponseB,DialogOptionSelected,"$option == UAFAskStjarnaAccess
$id == uaf_niaauroria
$player.betrayedUAF",UAFAccessLevel GrantAccess1,"""I had to revoke your access since you were resigning your commission, but since you maintain your integrity to us, I'll give you another shot.""

A green notification appeared on your screen with a word
""Access Granted""",10:UAFAskStjarnaAccessDone:Say thank you and cut the comm link,
,,,,,,
,,,,,,
UAFNiaAskAccessLv2,AskAccessOptions,"$id == uaf_niaauroria score:100
UAFRelationCheck "">"" 20
UAFCommission UAFAccessEligibility
!$player.UAFNiaRecommendationInt",,,10:UAFAskAffiliateAccess:Ask about UAF Affiliate Program.,
UAFNiaAskAccessLv2Response,DialogOptionSelected,"$option == UAFAskAffiliateAccess
$id == uaf_niaauroria",,"""Oh, so you've heard about the affiliate program? Yeah, its a new program proposed by the governing body in favonius.""

She take a sip of her cup before continuing.

""Are you interested in that? Favonius always has this abundance of supplies and fuel for some reason, so we are giving some of them away, but you are still required to register.""

""Based on my observation, you are actually eligible for that, you want to register for the program? We just need to ask for your loyalty, and to sign some of these papers.""

You can see some paper gets printed on the computer's tray.

""Yeah, just sign those, its nothing important, just basic stuff.""","10:UAFAskAffiliateAccessSign:Sign the papers right away
11:UAFAskAffiliateAccessCancel:Nevermind, I changed my mind.",
UAFNiaAskAccessLv2Sign,DialogOptionSelected,"$option == UAFAskAffiliateAccessSign
$id == uaf_niaauroria","UAFAccessLevel GrantAccess2
FireAll PopulateOptions
ShowPersonVisual","""Alright, good, you are now officially registered, don't forget to visit favonius to get your part every 3 months.""",,
UAFNiaAskAccessLv2Cancel,DialogOptionSelected,"$option == UAFAskAffiliateAccessCancel
$id == uaf_niaauroria","FireAll PopulateOptions
ShowPersonVisual","""That's fine, come back to me if you changed your mind later.""",,
,,,,,,
UAFNiaAskAccessLv2ResponseB,DialogOptionSelected,"$option == UAFAskAffiliateAccess
$id == uaf_niaauroria
$player.betrayedUAF",,"""You understand that affiliate program is only available for those whom is commissioned by UAF or is allied to the faction, right?""",10:UAFAskAffiliateAccess2:Say you understand,
UAFNiaAskAccessLv2ResponseB2,DialogOptionSelected,"$option == UAFAskAffiliateAccess2
$id == uaf_niaauroria
$player.betrayedUAF",UAFAccessLevel GrantAccess2,"""Well, luckily, I still haven't burned your old papers""

""Plus, you make up for resigning your commission too, I'll reinstate the access and readded you into the program, make sure to check favonius monthly.""",10:UAFAskAffiliateAccessDone:Say thank you and cut the comm link,
UAFNiaAskAccessLv2ResponseBDone,DialogOptionSelected,"$option == UAFAskAffiliateAccessDone
$id == uaf_niaauroria
$player.betrayedUAF","FireAll PopulateOptions
ShowPersonVisual","""Anything else you need?""",,
,,,,,,
UAFNiaAskAccessLv2Bakery,AskAccessOptions,"$id == uaf_niaauroria score:100
UAFRelationCheck "">"" 30
UAFCommission UAFAccessEligibility
!$global.uaf_bakery_permit",,,10:UAFAskBakeryAccess:Ask about making a branch of UAF Interdimensional Confectionary,
UAFNiaAskAccessLv2BakeryResponse,DialogOptionSelected,"$option == UAFAskBakeryAccess
$id == uaf_niaauroria",,"""You are interested in making a branch? Great!""

She ponders for a second, before continuing
""I think you are capable of running one, but remember to always keep the quality of the product high, I also recommend you getting the Interdimensional microwave if you encounter one""

""Here, just sign the contract and you are good to go, I'll give you the permits necessary.""","10:UAFAskBakeryAccessSign:Sign the papers right away
11:UAFAskBakeryAccessCancel:Nevermind, I changed my mind.",
UAFNiaAskAccessLv2BakerySign,DialogOptionSelected,"$option == UAFAskBakeryAccessSign
$id == uaf_niaauroria","$global.uaf_bakery_permit = true
FireAll PopulateOptions
ShowPersonVisual","""Alright, good, you are now officially registered, don't forget to bring me your homemade choco lava from time to time"" She chuckles as she says it jokingly.",,
UAFNiaAskAccessLv2BakeryCancel,DialogOptionSelected,"$option == UAFAskBakeryAccessCancel
$id == uaf_niaauroria","FireAll PopulateOptions
ShowPersonVisual","""That's fine, come back to me if you changed your mind later.""",,
,,,,,,
UAFNiaAskAccessLv3,AskAccessOptions,"$id == uaf_niaauroria score:100
UAFRelationCheck "">"" 49
UAFCommission UAFAccessEligibility
!$player.UAFNiaRecommendation2",,,10:UAFAskAuroriaAccess:Request the audience with the Monarch,
UAFNiaAskAccessLv3Response,DialogOptionSelected,"$option == UAFAskAuroriaAccess
$id == uaf_niaauroria",,"""You want to have an audience with the queen?""
The woman shakes her head in disbelief.

""I mean, we do acknowledge your contribution, but still..""","10:UAFAskAuroriaAccess2:Try to convince her
11:UAFAskAuroriaAccessCancel:Don't push it further",
UAFNiaAskAccessLv3Response2,DialogOptionSelected,"$option == UAFAskAuroriaAccess2
$id == uaf_niaauroria","UAFAccessLevel GrantAccess3
FireAll PopulateOptions
ShowPersonVisual
$global.UAFNiaLynxQuestTrigger = true
$player.UAFNiaSendingRegards = true","The woman sighs. ""Fine then, technically you are suitable to ask for such clearance anyway. Just don't do anything stupid while you are visiting auroria.""

""Also, make sure you bring more choco lava cake and send my regards to my daughter aboard the Capital Guard.""",,
UAFNiaAskAccessLv3Cancel,DialogOptionSelected,"$option == UAFAskAuroriaAccessCancel
$id == uaf_niaauroria","FireAll PopulateOptions
ShowPersonVisual",,,
,,,,,,
UAFNiaAskAccessLv3ResponseB,DialogOptionSelected,"$option == UAFAskAuroriaAccess
$id == uaf_niaauroria
$player.betrayedUAF","SetStoryOption UAFAskAuroriaAccess2 2 askNiaAuroriaB ui_char_spent_story_point ""You make a convincing argument.""","""Huh, you want to meet with the queen?""

The woman sighs and shakes her head.

""What a bold ask for someone who once resigned from the commission""","10:UAFAskAuroriaAccess2:Try to convince her
11:UAFAskAuroriaAccessCancel:Don't push it further",
UAFNiaAskAccessLv3Response2B,DialogOptionSelected,"$option == UAFAskAuroriaAccess2
$id == uaf_niaauroria
$player.betrayedUAF","UAFAccessLevel GrantAccess3
FireAll PopulateOptions
ShowPersonVisual
$player.UAFNiaSendingRegards = true","The woman sighs.
""Fine then, technically you are suitable to ask for such clearance anyway, even if you betrayed my trust once. Just don't do anything stupid while you are visiting auroria.""

""Also, make sure you bring more choco lava cake and send my regards to my daughter aboard the Capital Guard.""",,
,,,,,,
UAFNiaAskAccessOmniscan,AskAccessOptions,"$id == uaf_niaauroria
UAFPlayerFleet fleetContains uaf_eyeseau
!UAFPlayerFleet omniscanAcquired
UAFRelationCheck "">"" 19
$player.UAFNiaRecommendation",,,10:UAFNiaAskAccessOmniscan:Ask about the hidden Eyeseau feature,
UAFNiaAskAccessOmniscan2,DialogOptionSelected,"$option == UAFNiaAskAccessOmniscan
!$player.UAFAcquiredResonator",,"""You want that activated? hmm..""

The Administrator ponders for a moment. 

""Sure, I can activate it for you, however, I'll need a core device.""
She pauses for a moment to send some material data to your holopad, it concerns some kind of rock.

""That thing is called acoustic resonator metal, I'll need you to fetch it from Nur Mining Planet, you know, Alexandra's. With the material needed, I can help authorizing the use of the deep space ping from eyeseau""

""Know that I don't usually do this for anybody, its a powerful feature of Eyeseau vessel that is turned off by default."" ","10:UAFNiaAskAccessOmniscanOk:I'll get the device at Nur
11:UAFAskAccessNevermind:Nevermind.",
UAFNiaAskAccessOmniscanOkResponse,DialogOptionSelected,"$option == UAFNiaAskAccessOmniscanOk
","$player.UAFAcquireResonatorStart = true
FireAll PopulateOptions
ShowPersonVisual","""Great, I'll be waiting for your return. Good luck out there.""",,
UAFNiaAskAccessOmniscanAcquired,DialogOptionSelected,"$option == UAFNiaAskAccessOmniscan
$player.UAFAcquiredResonator",,"""I see, so you've acquired the device, then let us begin the preparation.""

""Please meet me in the docking bay.""
The holo-screen turns off.",1:UAFNiaAskAccessOmniscanB:Go towards the docking bay,
UAFNiaAskAccessOmniscanAcquiredB,DialogOptionSelected,$option == UAFNiaAskAccessOmniscanB,"AddAbility uaf_omniscan
unset $player.UAFAcquireResonatorStart
unset $player.UAFAcquiredResonator","""Here at last."" You can see the figure of The Administrator already waiting on the docking bay with some of her fully armed bodyguards.
""I do this because I trust that you won't misuse this ability."" She stares at you and continues, she gets inside the eyeseau towards the command room and promptly activates the dormant function of Eyeseau. 

Not long after, a message appears on the screen.
""Omniscan Activated""

""Remember, with this, I placed a great amount of my trust in you, don't let me down.""
She gets off the command room and left you with the new feature.",1:UAFNiaAskAccessOmniscanDone:Thank you,
UAFNiaAskAccessOmniscanAcquiredC,DialogOptionSelected,$option == UAFNiaAskAccessOmniscanDone,"FireAll PopulateOptions
ShowPersonVisual",,,
#End catchup,,,,,,
,,,,,,
#Commissions,,,,,,
UAFNiaAskAboutAccess,PopulateOptions,"$id == uaf_niaauroria score:100
UAFRelationCheck ""<"" 30
!Commission hasFactionCommission",,,"0:uaf_askhowtocomm:""How do I gain access to UAF infrastructures?""",
